customerId,productId,reaction,messageDelay,reactionTimestamp
18977,471,"The lag time between when most new releases can be rented is often up to 3-4 weeks. Otherwise it's purchase only. Some older, popular titles that have been on rental shelves for years are not available for rent, purchase only.. The 5,000 movie catalog is filled with a lot of junk, amateurish movies flea markets would hawk.. The box will hold approximately 50 purchased SD movies but there is no way to archive them. Movies are tethered to the VUDU box. No plan to allow expansion drives..",151000,2013-11-04T12:36:53Z
1241,974,Found it for around $215 via a search on Froogle for canon SD600  and several stores on the net for below $250..,152000,2010-03-11T12:52:49Z
16727,882,Everyone should have one of these..,153000,2014-02-26T17:06:11Z
19466,884,"Vista SP2 is the single most advanced, as well as most secure operating system to date. For the uninformed and/or misinformed, I find it stunning that you like Windows 7 so much, although you're right, of course..",154000,2010-05-20T19:28:39Z
11933,831,I highly recommend this phone to any person of any age and carrir but it does work wonder on the sprint network and got to love Sprint navigation and live tv :).,155000,2008-11-28T15:32:53Z
11446,356,"All my equipment is UPS protected. I sent it back to the manufacturer and they determined it was a fabrication fault. I received the monitor back, after three months and, guess what? It still have the same problem..",156000,2008-04-20T01:08:35Z
8635,861,Wait until you see a review of the 50.,157000,2009-12-02T03:17:20Z
2216,724,"The CMOS sensor has its overall limitations, but its comparable speed makes for excellent frame rate recordings as well as higher shutter-speeds for an excellent built-in still capture feature.. My full review of the product can be found here:. http://www.haiensheng.com/blog/bige/2008/12/22/hg-20-vixia-canon-hd-camcorder-review?cid=1319.",158000,2014-12-16T20:40:42Z
12418,870,"I like it as i have alot of songs and you have enough space to have the songs encoded in WAV. Good if you dont want to have to worry about space. Since you will be using itunes you can buy stuff and put it on automatically. This mp3 player is definite keeper. Other than the times i used it on my dell desktop, i have had no problems with it..",159000,2012-01-03T23:02:14Z
11962,437,"I've been using Win XP since Release Candidate 1. It's rock solid stable, compatible with all my software, and easier to use than Win 2K. I love it and am recommending all of my friends that have computers that can handle it to upgrade!.",160000,2010-03-29T18:32:38Z
1835,793,"The video stated that the screen is brighter, it is not, side by side comparison showed that the 5g ipod has a red tint, while the 5.5g (the one shown) has a blue tint. I would recommend this model to anyone, the audophile, and the person just looking for a cheap mp3 player. It has a decent size hard drive, and tons of customizable options if you are willing to look for them on the internet.. I love this thing, and cant live without it!.",161000,2009-10-01T06:00:07Z
5556,953,"This is perhaps the best media player I have purchased and while the browser and keyboard has its quirks, I have not experienced the crashing issues that others complain about. This is perfect for someone who wants a decent media player for long trips or boring meetings this is for you.",162000,2012-08-01T12:52:31Z
3707,475,"I used to have Windows ME and it almost destroyed my computer and my sanity. But eversince I changed to Win2K, my sanity is back and my notebook works fine. It is more friendly than I expected. I use Celeron processor, yet Win2K seems to work just fine. If you are frustrated with 98SE and/or ME then change your OS to Win2K..",163000,2011-01-19T04:29:02Z
6561,803,"I am having problems importing the file. You can copy the *.vob file. You can play the video using MS Media Player. You cannot recode to another format. I tried Pinnacle 10 and Nero 7. Both purchased for a total of over $100 after rebates. Now I find out that the ONLY program that can import the. file is Sony Vegas. I should have know. Sony has always held to the proprietory BS, (think Beta). Now, if I want to edit, I have to shell out another $150 bucks. Great deal. Yeah right! Gee... the trial version doesn't have the necessary decoders unlocked. Should have know..",164000,2010-11-19T07:33:12Z
7314,896,"My main complaints WERE the ones above but now, after less than two months, it is refusing to play most of the Blu-ray disks in my library while it plays DVD's without complaint. Yes, they're all official releases, and yes, I upgraded the firmware to the latest version yesterday. I just HAD to come here and tell anywone who will listen how PISSED I am at Sony, the originators of Blu-ray, making two such DISMAL products and convincing me to buy them!. I bought an LG for about the same price today (sorry, I forget the model). Honest, I don't work for them or have anything to gain from promoting them. But their machine is MILES ahead of the 360, no contest whatsoever! The several movies I've tried (startup only) have been in progress within about 1/3 to 1/4 of the time the Sony takes!! This is the way it SHOULD work, with performance close to the DVD player I used to have. Plus with a network connection the LG plays YouTube videos, very cool, and has software that lets me serve pictures and videos from any computer on my network..",165000,2010-01-03T09:58:08Z
2907,789,"I bought two of these (one 8gb for my sister and one 16gb for myself...I was being greedy). The player works well and I think the Cnet review is pretty on point for the most part. The player is crammed full of features, it sounds good and is chock full of features that should be standard on all players.. I wish that it came with bluetooth support, but I realize that this is still a fairly high class feature, so I won't hold it against the Zen for now.. As for working with the player, My sister is not zactly techie, but she loves the player. She does rely on me to upgrade her firmware, but then I do all her electronic things for her.... I think the player is nice, but the real reason I chose it was the SD card. Since i use SD card in my digital cameras i wanted to be able to 'dump' my memory onto something while I am in the field (of saaaay Cambodia) and be able to keep shooting. The Zen has can do this and has allowed me to keep my overactive photophinger going. One caveat: The firmware only allows for you to copy over the ENTIRE SD card. which is cool if you are trying to do a mass dump quickly, but does not allow to take a single or small group of pictures for safe keeping. I hope they change this in the future as this can fill up the player quickly.. A common gripe against the SD card is that it is not supported as a part of the memory. This IS annoying, but it isn't horrid. You have to think of the SD card as a separate drive, not as a part of a player. Going to the SD card will stop your music and you can't search or browse the same way. I find that if I keep video on there, it isn't quite as jarring, and keeps my player space open for music.. Also, realize that while the Zen does play video well, I have yet to find something that will play natively. The conversion process through Windows Media isn't bad, but there are times I wish I could just stick my SD card in and watch with out planning for it. Still the video player came in handy more than once while waiting for whatever.. In all, I like the player and would recommend it..",166000,2012-10-06T13:42:15Z
7324,4,These TV's are worthless. I've been fighting for four years to have it replaced..,167000,2013-04-04T08:19:54Z
9453,909,"Ive only spent 30 minutes with this camera at ABC warehouse. It was enough to convince me to buy it though. I strongly recommend this camera for someone looking in the $200-$250 range. The pictures are excellent, just as it says in the CNET review..",168000,2010-09-20T23:21:50Z
11931,887,"I've been doing research on HDTVs for about a year now. I've read several reviews (from CNET and others) and watch the HDTV buyers guide video DL.TV put out several months ago. I felt I was a bit informed, but I just wasn't ready to spend $2000 on a new system.. I recently returned from an assignment in South Korea and noticed that the furniture movers would not ship Plasma TVs due to their fragile components. That got me thinking. I wanted to buy an HDTV in the near future and since I move around a lot, I better look into alternatives.. Last December my wife and I purchased a digital projector with DLP technology and we totally love it! The problem is the hassel of setting up, taking down, and the fan at times can be noisy. We knew we'd eventually get an HDTV, but my wife wanted a brand name and I wanted to first upgrade one of our computers and turn it into the Family entertainment center.. Last week, while in Costco shopping for some supplies, my wife and I saw this television and the price. $699.99 plus tax for a 32 LCD HDTV was a great bargin. What really cought our eyes were the PC input and HDMI tuner features. (Try to find a brand name set with the same specs and I'm sure you'll spend at least $300.00 or more for the system.). It's a great entry level set and we haven't been disappointed. We use it for video games, movies, computer use, and television viewing. Some minor adjustments were made to get a better view of the computer screen and movies, but the instructions were easy to read and the onboard menu was simple to navigate. The only thing I'm having a hard time adjusting with is the layout of the remote, but with time I'll get the hang of it.. The only thing I wish the package included was a swival stand. It does come with a stand, but our set is on a desktop and if we had a swival stand, we would be able to move the set to angle appropriate for the number of viewers in the room. Overall, we're very please with the system and don't regret our purchase!. Once last thing to remember: Get digital or HD service if you want to use any HDTV. Without the proper signal, the TV programs will not look very good on any HDTV.. Overall, my family and I are happy with the purchase..",169000,2011-10-20T03:30:16Z
10346,412,"It's a wonderful tv, with a amazing flat design.. Picture quality is also wonderful. BUT I AM REALLY UNHAPPY TO SEE THAT SOME FEATURES ARE MISSING in DLNA (see above) and a pour Internet TV with only 4 Yahoo widgets.. I am really waiting a firmware update. DLAN is almost useless.",170000,2011-10-22T19:51:35Z
6717,889,"Too many positives to list. A couple sugestions to Garmin. Once a new route is created it would be so much easier to add waypoints to this new route (instead of having to pick the route every time) or having to add the points to the route later, also when a track is saved it would be alot better if you could review the elevation points as you can when the track is active. One of the more awesome things is the seamless compatibility with software like the very inexpensive Microsofts Streets and Trips. Put your laptop next to you and connect your eTrex. The accuracy and real time tracking in the mapping software is incredible. You can even get incredible coordinate accuracy from Streets and Trips to Compare..",171000,2012-04-08T10:48:06Z
10050,451,"This is a fantastic value at Sam's Club everyday at $699, despite the fact that CNET says it is not available near me. Make sure you are taking advantage of true HD buy using the HDMI port. It has two. I use a DVI to HDMI cable from my SA 3250 HD and run the sound through a 5.1 system. Awesome. David, why would you want to use a S-Video with this anyways? As said, you can notice some macro blocking, but this it is negligible. Make sure you have this unit not plugged into a powerstrip, but directly into wall, or a single unit surge suppressor. I did get a cycling event situation (unit shut off and restarted), but worked with customer service and this suggestion has solved the issue for months now..",172000,2012-02-02T21:32:21Z
1979,943,"I haven't had it long enough to give a full review but, so far, it pretty much lives up to all my expectations! The more I use it, the more I find it can do AND there's a constant stream of new apps and upgrades (PC access is coming soon).. Two thumbs up - cuz I keyboard with my index finger ;-).",173000,2011-08-04T06:26:22Z
19971,778,"Purchased this in November 2007, and have been using it in my car and at home through a Kenwood THX receiver and Polk speakers extensively. While I can say that my Creative Zen V sounds better through headphones, the iPod sounds just as good in my car and over the stereo. The capacity can't be beat, I love video Podcasts and I have Mac desktop computers. So for me this is a slam dunk!.",174000,2010-03-14T04:50:15Z
15436,992,"I have used all OS,s since Win95 including MAC O(S, Win 2000 Pro is by far the most reliable and easiest to use. For the office it is a must. If you use your PC at home for wrigting Cookbooks and surfing the net it will also do the job. On my work PC I installed Win XP Pro, but have gone back Win 2000 pro its lighter and seams faster for my type of work (XP Pro is very stable however). I installed 2000 on my very old Pentium 233 with MMX and 160Meg RAM and have doubled its performance, she now has a new lease of life. 2nd to None Op Sys. Recomend it for Designers who don`t use mac..",175000,2014-05-01T04:09:20Z
15743,397,"I bought this phone in May and immediately starting having issues, the phone wouldn't charge. I was back at the store exchanging less than a week after the purchase. My second phone (new) started resetting itself less than two weeks after getting it. It would restart and only get to the Verizon logo before restarting all over again. My third phone (refurbished and mailed to me) started doing the same thing again after only two weeks. My forth and current phone (again refurbished) has had some minor problems with the same issue but restarts all the way. It is tolerable. What I cant understand is, Verizon says if I want to change to a different model of the same price I have to pay the taxes. DIDN'T I PAY TAXES ON THE ORIGINAL ONE I WANT REPLACED? Whats the big deal? I will manage with this one until I can afford to get a new.. Bottom line - DONT PURCHACE THIS PHONE BECAUSE LG ACKNOWLEDGES THERE ARE TECHNICAL ISSUES WITH IT!!!!!!.",176000,2009-10-20T17:41:22Z
5458,859,"The TomTom 910 is as far as I am concerned a big backwards step for GPS'. TomTom has focused on being able to store pictures and play music while it has forgotten the basics for a GOOD GPS System. The 910 with the battery that takes forever to charge and runs out much earlier that the specification states, does not have the basics like ignition sensing. That means that every time you switch off your car the power is being chewed up unless you remember to reach over and push the power button off every time. It has also shown itself to have many software bugs. This is most likely because the TomTom team was too exited that they could play MP3's while looking at their holiday snaps, and forgot that these units need to be robust and reliable. My POI warnings and phone ring tone no longer work ever since I played the TomTom sample MP3's. Add to the fact that TomTom does not have any POI's, tour guides etc. to be purchased for the Australian market and you realise that for the price you can buy 2 reliable units from the leading competitor..",177000,2008-04-14T03:45:12Z
20310,441,"This is an absolutely outstanding phone for media. The screen is large, bright, and high-resolution, making it a joy to watch web videos or movies. The rear-mounted speaker is loud enough for showing videos to friends, but the fact that it is rear-mounted means that the sound is muffled if you set the phone down. The screen is also large enough and bright enough to be suitable as an e-book reader--I read Kindle books on mine relatively comfortably. The web browser is fast and multi-touch pinch and zoom is a welcome upgrade from my previous, Android 1.6 phone. I haven't tried the TV output. Games, such as the included Sims 3, perform excellently with high frame-rate 3D graphics.. The large screen and light weight makes the phone rest somewhat awkwardly in the hands, and you might find it slipping out of your fingers if you don't invest in a gel case with some grip. The phone also gets hot--that's the powerful processor and GPU running, and draining battery fast.. The camera is a pleasant surprise. Photos are crisp and low-light shooting could be a lot worse. Video recording quality is absolutely top-drawer, with smooth HD at 720p.. In addition to the many excellent features supplied by Android itself, the Vibrant also has Samsung's useful UI additions. I particularly like being able to keep my work email and GMail separate, but have calendar events from both services merged into a single unified calendar.. The inclusion of excellent touchscreen keyboard alternatives such as Swype mitigates the lack of a physical keyboard a bit. Given the light weight and large size of the phone, a slide-out keyboard as on the MyTouch Slide would have been an excellent addition that would not add too much weight or bulk for my tastes. However, the physical controls I miss the most are the menu, home, search, and back keys. On the Vibrant they are touch-sensitive areas which are all but invisible when they are not backlit, forcing me to remember where they are with no haptic feedback until I've already pressed one of them. A touchpad, as on the MyTouch Slide, or a trackball, as on the MyTouch 3G, is also missing.. The GPS appears to be slow, and other applications appear to slow down when it is running. The compass appears to work very poorly, taking a long time to reorient itself when the phone moves. You'll notice that especially in Google Sky Map, which is much less useful on the Vibrant than on either of the MyTouch phones.. Call quality is excellent and reception is good.. The cons I've listed don't really change the fact that this is the most powerful Android phone on T-Mobile and has one of the best screens I've ever seen on a phone. Coupled with a surprisingly good camera and the excellent Android operating system, the screen makes this phone the best choice for T-Mobile customers looking for a phone with serious multi-media and/or gaming capabilities..",178000,2012-05-19T05:57:50Z
7841,918,"Windows ME is the best Microsoft Windows OS I have ever played with. If you wabt performance or you need a business OS, I would go with Windows 2000, but if you want fun, fast, easy to use, and MS-DOS based OS..... GO WITH WINDOWS ME!!!!.",179000,2008-10-05T14:07:46Z
305,447,Love the product--this is what i've been waiting for.--I'm sold..,180000,2008-06-05T06:23:55Z
15328,526,"Fantastic TV. The picture quality is excellent. Met all my expectations and then some. Even using component video, the images are amazing. Going to get a video source with HDMI output today to fully utilize the capabilities of this TV. Well worth the price..",181000,2012-02-14T10:46:57Z
1697,735,"Buy it...forget the sluggish Droid X...this Incredible is the one to beat...Better research your prices...Amazon is selling the phone COVER for $3.90, not the entire phone. I WISH I could have purchased mine for that price..",182000,2012-11-03T19:13:53Z
6042,940,"This is the first phone that I've ever had that after 6 months I don't have buyers remorse. Even for those that bought the first generation phone over a year ago there phones continue to grow and learn. This is one of the only phones out there that doesn't become obsolete the minute you walk out of the store. The APPS are amazing and the service seems to improve every month. The screen is beautiful and the navigation is Spectacular. The iphones design is timeless similar to that of Porsche, it's just the feeling you get when you hold it in your hand. Best of All it's an AMERICAN company that created this product..",183000,2011-05-08T19:50:43Z
13539,937,"Great product to get you from point A to B. Been pretty accurate for me around my town. It does not know about right turns only at a light. Does re calculate pretty quickly. Wish you could reverse route but you need to input your destination every time - unless I am missing where this can be done. What about satalite maps as a map choice? I seen more expensive ones carry that but should be included in the core reqirements of a GPS. Live traffic option would be nice also. But that is an option. This is a low end, get you to where you need to go GPS and does that well. Just missing a couple things I would of liked to see in this price range..",184000,2012-02-25T00:56:07Z
4308,365,"First the good...a clear 9. I really didn't know what I was missing. I seriously did not see the value in owning another MP3 player, after owning multiple models and makes I just didn't see shelling out that much money for an over hyped product, I COULD NOT HAVE BEEN MORE WRONG. Even when the G5 came out I thought the same thing as before...Why? That was until I received one for my birthday 3 days ago. I was floored when started to play around. Yes it is my first iPod and I'm sure anyone who owns a G4 might not see the value in buying another iPod I would agree. Sounds is rich and clear, even with the standard ear buds, but if you really want to experience it try using the Bose noise canceling headsets, youre in for a treat. Slimmer and lighter than previous models. Now the bad news:. Yes the back is chromed and shows the slightest smudge and scratches so dont even think about not getting a real case for it. Look for the hard case with the clear face and the opening for the click wheel made by Contour. Other cases will cut off the screen and are useless.. Even though it's the video iPod don't expect to start putting your movies and video on it right away, you're going to first need Quick Time Pro and convert and compress them to .mov. Apple wants to make it as hard as possible for you to start ripping your massive DVD collection and putting it on their product. I'm sure their worried about piracy as annoyingly noted on the plastic cover Don't Steal Music. Battery life could be an issue while playing video however in my book it is not a concern considering my portable dvd players battery only last for about the same amount of time so this isnt an issue for me, just make sure you buy your power adapter.. All in all I am very satisfied and am planning to have a very long relationship with iPod and apple..",185000,2010-04-18T16:40:38Z
14938,992,"I shall never, ever, i repeat, ever purchase another sony product for the remainded of my life. Besides further aggrevating me with runaournd brainles emails form tech support, Sony knows they screwed up releasing this camera. It's obviouse by looking at the newest models that quickly replace this family. But hey, let's hit the bad points.... 1. HORRIBLE INDOORS - My 1996 RCA VHS-C Does 100X Better and I bought it for 200 bucks, not 800.. 2. Does not capture fast action without pixel-jizzle. (Cant really explain the term, but blurry blocks while in fast motion.. 3. Screwy software, no suprise, and screwy audio/video codec that does not work with hardly any app except the pixela, which what in the world does this program REALLY DO besides convert the screwy format to MPEG-2 with even worse quality?. 4. 20mins in high qaulity, false advertisment on the 60 min. DVD-RWs, they are double-sided for god sakes! You have to flip them over to use the other 30min. GIVE ME A BREAK!!!. 5. Blantanly lies about Superior Video Qaulity stated in the advertisments. like mentioned earlier my 1995 cam has better color reproduction anywhere anyplace and antyime.. 6. Sony basically told me to go sit on a pole because their products are Perfect.. Oh yeah one good thing is that it takes barely acceptable video outdoors in noon sunlight.. This camera is WAY to leaning on the infrared light sources even after disabling all infrared features, color reproduction is horible, example pinks are peach, purples are grey, sony should be sued for ripping off america.. Bottom line.. BAD SONY!!! BAD... Go to you room. I'm willing to trade for the panasonic dvd that is 200 bucks cheaper than my sony. Or even one of the older sony digi 8s, back when sony made a good product. I hate my camera, and i'm stuck with it. This camera sucks so bad, even the dealers on ebay have difficulty finding suckers.. And if you reading this sony, i tried for 4 months for you to resolve this issue, and all i have it the pole you told me to go sit on..",186000,2010-06-20T02:12:15Z
843,975,"MY OPINION OF TOMTOM IS THAT IF THEY HAVE YOUR MONEY, WHO CARES..",187000,2011-12-20T18:53:22Z
18711,992,Great phone...sicker than the Iphone...battery life sucks but overall the phone isn't that bad!! Big fan of Android and it may take a while to convert me to something else..,188000,2013-12-23T16:26:31Z
14063,513,"I was planning on buying this TV later in the year. I mentioned this to the manager of BB in La Quinta, CA. and without any hasle at all he offered the TV to me for $1799. How could I pass it up?.",189000,2012-09-09T02:15:44Z
18243,934,"This camera is very good. The stills are crisp, clear, and colourful. The video comes very close to camcorder quality. I don't know if one can add the VGA (640x480, 16 bit stereo sound) to your video that you extract from mini DV tape or other forms of storage (add to make a movie DVD). Does an expert know the answer to the video question? There's 20 or 21 shooting modes and 5 or so different exposure modes. There's in-camera red eye removal and stitch assist for making panoramas..",190000,2008-02-24T15:21:15Z
10099,521,"Fortunately I'm still within my return window, I will be taking this tv back. It's a shame because I really liked this tv on so many levels. However the image retention is a deal breaker..",191000,2012-09-07T06:06:13Z
7726,803,"I have a tendency to buy tough, durable phones. My review might be a bit biased in that regard, but I hope that I'll provide information that should be useful for anyone who is considering this phone.. This phone has a mountain of potential and with the right applications and smart planning you can do much with it. The LG enV Touch has a large keyboard, two display screens that are gigantic for a phone of its size, and excellent reception. The external display is amazingly beautiful, and it can display can support 1.6 million colors. And that is absolutely insane, if you stop to think about it.. You can impress your friends by customizing the display with the wallpaper of your choice, which isn't possible with the iPhone. It may not possible to load this thing with the hundreds of applications that are available for the iPhone, but I personally think that the smaller number of applications that are available for this phone are superior.. Speaking of which, the document viewer for this phone is pretty good. I think that it's more convenient to use when it comes to reading documents from work than anything you'll find on the iPhone. It is fast and it has a sharp resolution.. For that matter, the texting capabilities on this phone are pretty good. I'm able to log-in to just about anything that I would with a normal computer, and I can use the version of Internet Explorer that's included on this phone to do anything that I could with a smartphone or a normal computer. In that regard, it actually seems to be a lot faster than my friend's Blackberry Storm. I know that the YouTube videos are definately a lot faster.. Really, the only thing that's wrong with this phone is that the screen has a tendency to scratch and the battery life is absolutely horrible. It's understandable why the battery life is so bad, but it's still rather annoying to deal with..",192000,2010-11-26T19:47:21Z
2010,401,"This phone rocks! It is really fast and I have not had a single problem with it so far (had it for three weeks now). I can only imagine how much faster it is going to be with the Froyo update.. I upgraded from the Eris and was considering the Droid X - but when I went to the store to look at it, I laughed at how huge that phone was - rediculous. If things keep progressing in that direction, we will all be holding up netbook sized phones to our ear (dumb...)!. The Incredible was named appropriately!.",193000,2011-12-06T17:50:04Z
16965,421,"A great TV for a great price, Go for t!. I had a sharp 46 TV before and I am very happy to have replaced it with this TV.. It is easy on the eye and make for great viewing experience.. Great color and amazing brightness.. Uses the same LCD screen that Sony does..",194000,2009-07-05T15:06:32Z
5529,355,"I bought this TV in late October 2009 and in the last few months I have experienced 3 significant failures. On the first failure they replaced the input board with another malfunctioning board. When I tried to explain the problem they did everything they could to side step the failure. You see the first failure was in the HDMI inputs and when the new board was installed the network port was bad but they tried to insinuate it was my network and not their board. They fought with me on the phone before I finally proved to them it was their equipment. They would not let their approved service technician troubleshoot it in their shop and made them deliver it back to my home and have me call tech support where they were very rude and lacked network knowledge. Over one month later I am still waiting for the input board which is still on back order with no projected date when it will be available. It then raises two questions, does this mean there are so many failures they can not keep up with the demand or is the supply support that poor they can't repair TV's less than one year old? Or are they so vindictive they decided to withhold repairs because they induced another problem into the TV and they do not care about the consumer's inconvenience? Based on my experience with the technical support to date I have received little confidence they have a compassion to consumers once they have your money for the product. Right now we have a TV that will not power up and have been without TV for a month with no relief in site. I have requested they replace the unit and even offered to pay the difference and purchase a larger TV. At this point I would not recommend buying any products from Panasonic as this experience has left me with a bad taste about their ability to stand behind their product warranty. I did a search on the internet and have found many consumers have expperienced similar treatment..",195000,2008-04-13T14:29:42Z
3514,965,Do not buy this phone! once you hold it . You see how cheap it is really made..,196000,2012-05-23T08:49:14Z
16986,679,"From a local store, I got this device naively yesterday. It was on sale. This was the first GPS we bought and my wife, my son and I were quite happy about it. It worked great until we drove back home. The only thing I noticed at that time was the touch screen was kind of slow and that I could type much faster than the machine response. But it was a small problem and I didn't care. Then, while we took a lunch I connected to a PC to update the software, thinking that it would be over by the time we finished our lunch. While we took lunch we promised to go shopping using our new device. After lunch I realized that the update was still progressing with progress bar at about 2/3 of the full length. So I told my wife the update is not done yet and we waited for another hour. I kept net-surfing so that the machine does not go to sleep. Well over an hour later, I still found the progress bar was at about 2/3! I coundn't see anything in the tomtom home window which I could tell the update was going normally. I started think that the update was frozen somehow. Then it came to my attention that there was a big red abort button which sounded like I could cancel the update. I hesitated a bit, but decided to click it and go shopping anyway as we planned. I thought I could do the update anyway in the evening if it takes a long time.... I quickly I realized that the device no longer contained the original map, making the device totally useless. I tried to update the software again, but this time I only got another error. So our plan changed to go back to the store to get another device. We could get a new one, and with that we went shopping as planned. Returning home, I connected my replaced device to my pc prepared to do a long update then the software said something like 'the serial # of your device is different from the last one. are you sure you want to change to the new one? you can change your device only every 6 months.' I of course clicked yes. Then the software gave me an error which I do not remember what it was. I restarted the software and connected the GPS to pc again, then what the software had to say was, 'your device serial # is different from what is registered. You can change it only 6 months later'. What? What kind of software is this? I bought this GPS today and I can do the update only 6 months later? No way. I called tomtom support. I got 'call us back on Monday to Friday'. This was Sunday. By this time I had developed enough sense that this update software was a piece of junk and that I would be wasting this hours after hours trying to fix the problem. I chose the quickest solution: return the device.. After browsing through internet posts I have now learned enough that my decision to return the device was right. There is a USB cable in the box as if they recommend an update. Tomtom should at least warn what kind of danger there exists in updating the software and how lot it is expected to take. The update software does not have a consumer grade quality.. I have now ordered a Garmin.. Updated. on Aug 25, 2010.",197000,2013-03-16T13:55:40Z
16383,329,"We upgraded from a Sony Wega 32 flat screen and have been very impressed with the performance of the Panasonic aside from a few niggles. Blacks are fantastic and the dynamic range is excellent. 1080 BDs look superb.. The TV isn't perfect however, hence the four star rating.. First, the reddish cast as referenced in the CNET review is quite noticeable on certain white and neutral tones. It's not a deal breaker although I'm surprised at how many scenes are affected. Images with lots of white or even light grey, such as clouds or overcast skies, are rendered with a light, blotchy pink cast. Skin tones however seem OK. Also, different video sources seem to exhibit varying levels of ruddiness so your mileage may vary depending on the content you are viewing.. Notwithstanding the red cast, the THX mode is fantastic, with excellent color reproduction straight out of the box. I use a NEC 2690 reference grade monitor for my photography business and am amazed at how close the Panasonic colors resemble those on the monitor. This makes it a great TV for viewing slide shows with accurate and predictable color.. Second, I would have preferred a backlit remote. In a dark room it is easy to switch channels instead of volume as the two rocker switches are identical in feel and are located side by side. The menus however are intuitive and it only took about 30 minutes to configure the unit.. Third, the speakers seem to lack mid range punch, especially with 5.1 sources. We haven't purchased a surround sound system yet so are relying on the internal speakers for movies and games. We often have to change the volume to hear speech, then for action sequences we usually need to ramp the volume down.. Finally, while standard def content looks better than I expected, with a unit this large it is easy to detect compression artifacts and other noise. THX seems to help somewhat, but this may be too large of a unit if you are sitting closer than 8 feet to the screen. This isn't really a fault, but rather a recommendation to consider your size needs carefully.. Overall we are still very pleased with the TV and are looking forward to many years of stunning image quality, especially with 1080 sources..",198000,2008-06-07T03:18:53Z
17340,735,"I had this unit only 2 days and took it back.. I was the previous owner of a Garmin 2720 and prepared to buy a new GPS ,. I decided to buy the 910.. I purchased my TomTom Go 910. The first trip&.. We got lost! It brought Me in a dead street ( 20 miles Trip because the maps are very old and poor descriptions -lots of unknown street name  no plaza name). The mount for the windshield is awful, do not hold the unit, then the screen will face down toward the dash...making it very hard to see. I had to mount it so the unit touched the dashboard.. When I used in-car on a bright sunny day ( every day were I live Florida) You. can not see the display (bad LCD display).. Customer service???????. If you are looking for a Bluetooth for your phone, buy a Tom Tom go 910.. If you are looking for a serious Navigation System buy a Garmin..",199000,2014-01-15T22:28:35Z
17499,770,"I bought this unit because it's an special storage unit for video and audio files.. It was working fine storing my graphic design files, but when I started to work with video, there began my head and liver aches.. I will never buy an external from Maxtor, I do video, I bought this drive in order to store my projects; so far I've formatted this drive 4 times, I loss all the data on it, I've lost money, time, and my liver with this unit. Actually I'm facing a problems with my clients, thanks to this drive.. For all video pc users, don't trust in this unit, it crashes down my computer several times.. which computer I have?. I have a dual xeon processor 2.66 ghz, 1gb SDRAM. XP and all the software original; so.... Actually I'm trying to get my money back, I don't know if I'll get, they told me that they will replace the drive, but I don't want it, I want my money, to buy another one from another reliable brand..",200000,2009-12-23T16:25:01Z
12203,985,"We are going to upgrade to probably a 265W because it sometimes announces the turn too soon and there is another street before the correct one and we turn on the wrong street. Of course, we could look at the screen and see the street name, but that isn't the best thing to do in heavy traffic! We also want to have the feature of REAL TIME TRAFFIC which the 265W has free for lifetime. We're not sure if the bluetooth feature is worth it or not. There are so many models of Garmins to chose from it is really confusing---and so many features. The PROS of this 205w is the larger screen is easy to see and its nice to see the little car moving along. The voice is clear. It is easy to program and seems to sense what street name we are typing in quickly. The CONS we already listed. We are going to keep the 205W for at home use and the 265W will be used to travelling/business. Garmin has good tech support via email but their phone support is poor since always a long wait time..",201000,2011-12-05T11:47:55Z
5766,920,"I have never owned a ipod nor any other hard drive mp3 player. I searched for at least 4 weeks through all the reviews on Cnet to find the best possible mp3 player. I had decided to get the Creative labs zen micro 6gb for 199.99 until I found out that the headphone jack broke. Which I found out that it did when I went to a store and started listing to it as soon as I jiggled the headphone jack it broke.. Well I have always been a advocate for any type of mp3 player except for apple. But after much hesitation I decided that for the price you cant get anything better.. 1st of all its a 30gb player which holds 7500 songs, second it plays the music nice and loud not soft like some of the lower end mp3 players. But most of all everyone is complaining about the video and how small it is. REMEMBER THIS IS NOT A VIDEO PLAYER FIRST. This iPod was designed to play music. Watching a podcast video or downloading an ABC episode is just a perk.. Over all the iPod 30gb for 300 bucks is a great deal, plays the music great and thats what it was designed for. Forget the FM tuners that others offer because you can get talk radio through podcasts and if you really want to mix up the music just use the iPods shuffle feature. And remember it has the longest warranty out of all mp3 player companies and you know what since its the most sold mp3 player ever theres not to many complaints about it. Except from the idoits that think its water proof or something.. I give the iPod video a 9 out of 10 forget the rest and come on over. Its eniveatable that you will eventually own one. I thought I wouldnt but here I am..",202000,2008-09-19T08:16:56Z
5832,484,"this device is so cool and awesome.Latest tech, bro....what more do u want?.",203000,2009-04-17T07:49:18Z
6273,730,If you are looking for the ultimate device to partner up with your Windows Media Center and allow you to bring all your media on the road with you to watch on a bigger screen then iPod or on a hotel TV when travelling... Zune 120 is the best choice..,204000,2010-02-18T06:53:44Z
